question,choices,question_formatted,locations,scene_id,label,floor_id,answers
Which object has a brighter color: the bathtub or the toilet?,"['A. The bathtub is brighter', 'B. The toilet is brighter', 'C. Both have the same brightness', 'D. The brightness of both is unknown']",Which object has a brighter color: the bathtub or the toilet? A) The bathtub is brighter B) The toilet is brighter C) Both have the same brightness D) The brightness of both is unknown. Answer:,"bathtub (49): [13.653, 0.232, 0.309]; toilet (41): [9.793, 0.82, 0.41]",00005-yPKGKBCyYx8,color,1,[]
Do the chair and the dresser have similar color tones?,"['A. Yes, their tones are similar', ""B. No, the chair's tone is warmer"", ""C. No, the dresser's tone is darker"", 'D. The tones of both are unknown']","Do the chair and the dresser have similar color tones? A) Yes, their tones are similar B) No, the chair's tone is warmer C) No, the dresser's tone is darker D) The tones of both are unknown. Answer:","chair (36): [13.58, 5.277, 0.55]; dresser (47): [10.207, 4.652, 0.801]",00005-yPKGKBCyYx8,color,1,B
Is the color of the picture more vibrant than the color of the plant?,"['A. Yes, the picture is more vibrant', 'B. No, the plant is more vibrant', 'C. They are equally vibrant', 'D. Their vibrancy is unknown']","Is the color of the picture more vibrant than the color of the plant? A) Yes, the picture is more vibrant B) No, the plant is more vibrant C) They are equally vibrant D) Their vibrancy is unknown. Answer:","picture (28): [-1.69, -0.748, 1.71]; plant (45): [8.643, 6.424, 0.392]",00005-yPKGKBCyYx8,color,1,A
Is the color of the pillow in comparison to the chair darker or lighter?,"['A. The pillow is darker than the chair', 'B. The pillow is lighter than the chair', 'C. Both have the same color', 'D. The chair is darker than the pillow']",Is the color of the pillow in comparison to the chair darker or lighter? A) The pillow is darker than the chair B) The pillow is lighter than the chair C) Both have the same color D) The chair is darker than the pillow. Answer:,"pillow (44): [6.369, 7.244, 0.623]; chair (29): [3.952, 3.245, 0.551]",00005-yPKGKBCyYx8,color,1,B
Do the colors of the dresser and the wardrobe have similar color tones or are they distinctly different?,"['A. The colors are very similar', 'B. The dresser is darker than the wardrobe', 'C. The dresser is lighter than the wardrobe', 'D. The colors are distinctly different']",Do the colors of the dresser and the wardrobe have similar color tones or are they distinctly different? A) The colors are very similar B) The dresser is darker than the wardrobe C) The dresser is lighter than the wardrobe D) The colors are distinctly different. Answer:,"dresser (47): [10.207, 4.652, 0.801]; wardrobe (46): [10.207, 4.654, 0.802]",00005-yPKGKBCyYx8,color,1,D
Which object has a brighter color: the bathtub or the toilet?,"['A. The bathtub is brighter than the toilet', 'B. The toilet is brighter than the bathtub', 'C. Both have the same brightness', 'D. The colors are difficult to compare']",Which object has a brighter color: the bathtub or the toilet? A) The bathtub is brighter than the toilet B) The toilet is brighter than the bathtub C) Both have the same brightness D) The colors are difficult to compare. Answer:,"bathtub (49): [13.653, 0.232, 0.309]; toilet (41): [9.793, 0.82, 0.41]",00005-yPKGKBCyYx8,color,1,[]
Is the color of the plant more vibrant or less vibrant compared to the pillow?,"['A. The plant is more vibrant than the pillow', 'B. The plant is less vibrant than the pillow', 'C. Both have the same vibrancy', 'D. The pillow is more vibrant than the plant']",Is the color of the plant more vibrant or less vibrant compared to the pillow? A) The plant is more vibrant than the pillow B) The plant is less vibrant than the pillow C) Both have the same vibrancy D) The pillow is more vibrant than the plant. Answer:,"plant (45): [8.643, 6.424, 0.392]; pillow (42): [6.41, 9.001, 0.635]",00005-yPKGKBCyYx8,color,1,[]
Is the color of the chair darker than the color of the lamp?,"['A. Yes, the chair is darker', 'B. No, the lamp is darker', 'C. They are the same color', 'D. The chair is lighter.']","Is the color of the chair darker than the color of the lamp? A) Yes, the chair is darker B) No, the lamp is darker C) They are the same color D) The chair is lighter.. Answer:","chair (17): [-6.792, 4.622, 0.474]; lamp (31): [-6.086, 4.701, 0.65]",00006-HkseAnWCgqk,color,1,A
Which object has a more vibrant color: the pillow or the rug?,"['A. The pillow is more vibrant', 'B. The rug is more vibrant', 'C. Both have the same vibrancy', 'D. Neither is vibrant.']",Which object has a more vibrant color: the pillow or the rug? A) The pillow is more vibrant B) The rug is more vibrant C) Both have the same vibrancy D) Neither is vibrant.. Answer:,"pillow (92): [-5.512, -1.523, 0.551]; rug (200): [-1.162, -0.723, -0.002]",00006-HkseAnWCgqk,color,1,A
Do the two cabinets have similar color tones?,"['A. Yes, they have similar tones', 'B. No, one is darker than the other', 'C. No, one is lighter than the other', 'D. Both are very different.']","Do the two cabinets have similar color tones? A) Yes, they have similar tones B) No, one is darker than the other C) No, one is lighter than the other D) Both are very different.. Answer:","cabinet (128): [-2.45, -4.038, 0.221]; cabinet (213): [0.418, -3.651, 0.549]",00006-HkseAnWCgqk,color,1,[]
Is the color of the appliance warmer than the color of the television?,"['A. Yes, the appliance is warmer', 'B. No, the television is warmer', 'C. They have the same warmth', 'D. The appliance is colder.']","Is the color of the appliance warmer than the color of the television? A) Yes, the appliance is warmer B) No, the television is warmer C) They have the same warmth D) The appliance is colder.. Answer:","appliance (229): [0.824, 0.608, 1.422]; tv (115): [-4.513, -4.426, 1.007]",00006-HkseAnWCgqk,color,1,A
Does the color of the wardrobe have a warmer tone than the box?,"['A. Yes, the wardrobe is warmer', 'B. No, the box is warmer', 'C. They have similar warmth', 'D. The colors are very different.']","Does the color of the wardrobe have a warmer tone than the box? A) Yes, the wardrobe is warmer B) No, the box is warmer C) They have similar warmth D) The colors are very different.. Answer:","[wardrobe (232): [0.588, -2.852, 1.112]; box (122): [-6.755, -1.135, 0.863]]",00006-HkseAnWCgqk,color,1,A
Which object has a lighter color: the door or the heater?,"['A. The door is lighter', 'B. The heater is lighter', 'C. They are of similar lightness', 'D. Both are dark colors.']",Which object has a lighter color: the door or the heater? A) The door is lighter B) The heater is lighter C) They are of similar lightness D) Both are dark colors.. Answer:,"[door (22): [-2.614, 2.733, 1.039]; heater (217): [-1.622, -2.024, 0.404]]",00006-HkseAnWCgqk,color,1,[]
Is the color of the speaker darker than that of the table?,"['A. Yes, the speaker is darker', 'B. No, the table is darker', 'C. The colors are similar', 'D. Both have vibrant colors.']","Is the color of the speaker darker than that of the table? A) Yes, the speaker is darker B) No, the table is darker C) The colors are similar D) Both have vibrant colors.. Answer:","[speaker (136): [-5.907, -2.792, 0.278]; table (118): [-3.705, -1.209, 0.293]]",00006-HkseAnWCgqk,color,1,[]
Do the lamp and the picture have more similar colors compared to the rug?,"['A. Yes, the lamp and picture are more similar', 'B. No, the rug is more similar', 'C. They all have distinct colors', 'D. The lamp and rug are similar in tone.']","Do the lamp and the picture have more similar colors compared to the rug? A) Yes, the lamp and picture are more similar B) No, the rug is more similar C) They all have distinct colors D) The lamp and rug are similar in tone.. Answer:","[lamp (30): [-3.612, 4.624, 0.65]; picture (67): [-3.232, 1.824, 0.838]; rug (38): [-5.108, 0.614, -0.01]]",00006-HkseAnWCgqk,color,1,A
Which object has a lighter color: the drawer or the cabinet?,"['A. Drawer', 'B. Cabinet', 'C. Both are the same', 'D. Neither']",Which object has a lighter color: the drawer or the cabinet? A) Drawer B) Cabinet C) Both are the same D) Neither. Answer:,"[drawer (23): [-2.513, 4.346, 0.554]; cabinet (29): [-3.578, 4.707, 0.23]]",00006-HkseAnWCgqk,color,1,A
Is the color of the sink darker than the color of the cabinet?,"['A. Yes, sink is darker', 'B. No, sink is lighter', 'C. Both are the same', ""D. It's hard to tell""]","Is the color of the sink darker than the color of the cabinet? A) Yes, sink is darker B) No, sink is lighter C) Both are the same D) It's hard to tell. Answer:","[sink (448): [-0.987, 1.557, 0.496]; cabinet (77): [-3.331, -0.402, 1.238]]",00006-HkseAnWCgqk,color,1,[]
Do the colors of the picture and the shelf appear more similar or different?,"['A. More similar', 'B. More different', 'C. One is darker', 'D. One is lighter']",Do the colors of the picture and the shelf appear more similar or different? A) More similar B) More different C) One is darker D) One is lighter. Answer:,"[picture (67): [-3.232, 1.824, 0.838]; shelf (162): [-7.772, -5.133, 1.062]]",00006-HkseAnWCgqk,color,1,[]
Which object has a more vibrant color: the lamp or the chair?,"['A. Lamp is more vibrant', 'B. Chair is more vibrant', 'C. Both are equally vibrant', 'D. Both are dull']",Which object has a more vibrant color: the lamp or the chair? A) Lamp is more vibrant B) Chair is more vibrant C) Both are equally vibrant D) Both are dull. Answer:,"[lamp (30): [-3.612, 4.624, 0.65]; chair (17): [-6.792, 4.622, 0.474]]",00006-HkseAnWCgqk,color,1,B
Which object has a warmer color tone: the lamp or the heater?,"['A. The lamp', 'B. The heater', 'C. Both have similar warmth', 'D. Neither has a warm tone']",Which object has a warmer color tone: the lamp or the heater? A) The lamp B) The heater C) Both have similar warmth D) Neither has a warm tone. Answer:,"lamp (121): [-6.567, -1.29, 1.132]; heater (16): [-7.519, 4.554, 0.372]",00006-HkseAnWCgqk,color,1,A
Do the pillow and the rug share a more similar color tone than the pillow and the speaker?,"['A. Pillow and rug are more similar', 'B. Pillow and speaker are more similar', 'C. Both pairs are equally similar', 'D. None are similar']",Do the pillow and the rug share a more similar color tone than the pillow and the speaker? A) Pillow and rug are more similar B) Pillow and speaker are more similar C) Both pairs are equally similar D) None are similar. Answer:,"pillow (94): [-4.598, -1.533, 0.566]; rug (89): [-5.242, -2.793, 0.006]; speaker (116): [-7.039, -1.236, 0.473]",00006-HkseAnWCgqk,color,1,A
Which object has a darker color: the cabinet or the door?,"['A. The cabinet', 'B. The door', 'C. Both are equally dark', 'D. Neither are dark']",Which object has a darker color: the cabinet or the door? A) The cabinet B) The door C) Both are equally dark D) Neither are dark. Answer:,"cabinet (77): [-3.331, -0.402, 1.238]; door (217): [-1.622, -2.024, 0.404]",00006-HkseAnWCgqk,color,1,[]
Is the color of the box lighter than the color of the heater?,"['A. Yes, the box is lighter', 'B. No, the heater is lighter', 'C. They are equal in lightness', 'D. The box and heater have dark colors']","Is the color of the box lighter than the color of the heater? A) Yes, the box is lighter B) No, the heater is lighter C) They are equal in lightness D) The box and heater have dark colors. Answer:","box (119): [-3.661, -1.217, 0.45]; heater (16): [-7.519, 4.554, 0.372]",00006-HkseAnWCgqk,color,1,A
Is the color of the heater warmer than the color of the rug?,"['A. Yes, the heater has a warmer color', 'B. No, the rug has a warmer color', 'C. Both have similar warmth', 'D. The heater is cooler than the rug']","Is the color of the heater warmer than the color of the rug? A) Yes, the heater has a warmer color B) No, the rug has a warmer color C) Both have similar warmth D) The heater is cooler than the rug. Answer:","[heater (182): [-1.016, 3.884, 0.997]; rug (200): [-1.162, -0.723, -0.002]]",00006-HkseAnWCgqk,color,1,A
"Which object has a darker color, the door or the lamp?","['A. The door is darker', 'B. The lamp is darker', 'C. Both have similar darkness', 'D. Cannot determine']","Which object has a darker color, the door or the lamp? A) The door is darker B) The lamp is darker C) Both have similar darkness D) Cannot determine. Answer:","[door (221): [-0.311, 0.524, 0.996]; lamp (121): [-6.567, -1.29, 1.132]]",00006-HkseAnWCgqk,color,1,[]
